text,label
star name health top risk must fly,0
imagine oil head work should challenge,0
statement thing wrong name,0
billion about various professor clearly dinner report,0
major for student health view mission,0
age all building control simply,0
attack laugh budget war,0
recently feel hold,0
field people try play order,0
with matter goal eight list something send,0
begin early store piece behind here front,0
